Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
1591.8196003437042	590	201.40329752008697	0.06296749969191544	201.521426692956	201.18639554781265	7472947
1619.0842185020447	600	201.3526104350114	0.09243189497251372	201.50373892541558	201.058428200968	7599727
1645.908403635025	610	201.3545495950224	0.06626897843210094	201.44658296139337	201.2034127163063	7726321
1672.914255142212	620	201.37539732524732	0.07906948321399139	201.4886950194296	201.13734197919467	7853205
1700.0169787406921	630	201.38651394910696	0.08288980250386631	201.5133483576474	201.10922767213864	7980586
1726.8006942272186	640	201.4757332788885	0.0895061177149611	201.55843833146218	201.13061653856133	8107094
1753.6557428836823	650	201.44177992791225	0.07384191166564937	201.55665122133587	201.1957936339995	8233166
1780.4365980625153	660	201.43759836671234	0.06688189780206603	201.53873939006087	201.26498347653225	8358319
1808.137843132019	670	201.41988522250784	0.08278710627177081	201.54370599836938	201.21069704164964	8484750
1835.2284858226776	680	201.30675411575484	0.11521833210937844	201.46304717664103	200.89713069549006	8610907
1862.2093539237976	690	201.4535020011947	0.07259171902390363	201.57004609664588	201.1302086625517	8738244
1889.1487016677856	700	201.45238485457378	0.06317303067670228	201.56251608736693	201.19451597653608	8864869
1916.0906457901	710	192.29157232013898	39.75929344603487	201.48489641060505	18.981133900688477	8992414
1943.2707169055939	720	201.40381600859698	0.05803639323257056	201.53264978444705	201.20317821826637	9119682
1970.0197682380676	730	201.45110720074638	0.04756847825978652	201.54733758892948	201.33196861865045	9246427
1996.8970577716827	740	201.440219241028	0.09968206065174492	201.54859289163363	200.9377231672287	9373015
2023.804850101471	750	201.43664430678547	0.07427910339469274	201.57684252984214	201.0766687646282	9500250
2050.5497019290924	760	201.49843527511814	0.0761501761795936	201.60430790652953	201.2410875162484	9627125
2077.619228363037	770	201.47234274898597	0.060584275584997495	201.5589745577961	201.24690074434963	9754003
2105.115943670273	780	201.47164504869656	0.08190202205467532	201.5785860618826	201.20397538189766	9881281
2132.0443756580353	790	201.4238200864501	0.08159993681473626	201.56196166584084	201.1508776896352	10007599
2159.08598279953	800	199.6003780577294	18.254416470012018	201.5245122335473	17.972442078923155	10133604
2186.0711925029755	810	201.3612358779991	0.08014147251540028	201.45759822201828	201.12724496365652	10259576
2213.5479798316956	820	201.29103509655835	0.04422443961674077	201.381666720749	201.13290645610462	10386037
2240.6854858398438	830	201.39821767206533	0.05345948820544623	201.49475534895203	201.26849017887136	10513078
2268.1755180358887	840	201.37501762932163	0.0989660811818424	201.49904370811657	200.92183062836202	10639405
2295.4994559288025	850	201.3163178815274	0.09615150295420635	201.44976893192566	200.78571301423005	10766257
2322.3256890773773	860	201.35337442628116	0.11709575466806206	201.46593867998715	200.7301640386764	10892817
